id;gender;ssc_pct;ssc_board;hsc_pct;hsc_board;hsc_stream;degree_pct;degree_type;work_exp;emptest_pct;stream;mba_pct
20255;Male;75.07;State Board;58.46;State Board;Arts;75.14;Commerce & Mgmt;Yes;62.41;HR;55.79
20256;Female;84.01;State Board;75.01;State Board;Science;69.04;Science & Tech;Yes;61.9;HR;62.42
20257;Male;88.81;Central Board;82.29;Central Board;Commerce;75.92;Commerce & Mgmt;No;97.17;Finance;51.51
20258;Male;57.24;State Board;38.67;State Board;Science;60.71;Commerce & Mgmt;No;72.43;HR;59.54
20259;Male;82.95;State Board;74.03;State Board;Science;65.96;Commerce & Mgmt;No;69.23;HR;58.29
20260;Female;55.29;State Board;63.88;State Board;Commerce;59.67;Commerce & Mgmt;No;58.85;HR;55.25
20261;Male;76.7;Central Board;89.7;State Board;Commerce;66.0;Commerce & Mgmt;Yes;90.0;Finance;68.55
20262;Female;47.0;Central Board;55.0;State Board;Science;65.0;Commerce & Mgmt;No;62.0;HR;5.91
20263;Male;49.99;Central Board;63.0;State Board;Science;59.45;Commerce & Mgmt;No;78.27;HR;59.75
20264;Female;70.89;State Board;71.98;State Board;Science;65.6;Commerce & Mgmt;No;68.0;HR;71.63
20265;Male;69.0;State Board;60.0;State Board;Commerce;65.0;Commerce & Mgmt;No;87.55;Finance;52.81
20266;Female;59.28;Central Board;69.2;Central Board;Science;66.4;Commerce & Mgmt;No;71.4;Finance;59.8
20267;Male;63.32;Central Board;57.74;Central Board;Commerce;56.68;Commerce & Mgmt;Yes;78.32;Finance;55.6
20268;Male;62.0;State Board;62.0;State Board;Commerce;60.0;Commerce & Mgmt;;63.0;HR;52.38
20269;Female;72.0;Central Board;52.83;State Board;Science;69.0;Commerce & Mgmt;No;55.68;HR;
20270;Female;64.77;Central Board;62.39;Central Board;Commerce;73.25;Commerce & Mgmt;No;58.8;HR;62.92
20271;Male;62.22;State Board;37.58;State Board;Science;63.21;Science & Tech;No;52.85;HR;66.91
20272;Female;74.0;State Board;68.61;State Board;Arts;51.49;Commerce & Mgmt;;67.39;HR;61.69
20273;Male;71.72;Central Board;70.06;Central Board;Science;63.7;Science & Tech;Yes;61.17;HR;65.76
20274;Male;63.0;Central Board;70.12;Central Board;Commerce;63.36;Commerce & Mgmt;Yes;56.27;Finance;62.61
20275;Male;72.95;Central Board;78.19;State Board;Commerce;64.85;Commerce & Mgmt;Yes;95.47;Finance;62.04
20276;Female;55.67;Central Board;62.42;State Board;Commerce;79.79;Commerce & Mgmt;No;74.83;HR;69.49
20277;Female;82.56;Central Board;72.52;Central Board;Commerce;76.84;Commerce & Mgmt;No;75.0;Finance;73.83
20278;Male;73.0;Central Board;79.26;Central Board;Commerce;71.74;Commerce & Mgmt;No;93.0;Finance;60.1
20279;Female;48.81;Central Board;66.85;Central Board;Commerce;66.95;Commerce & Mgmt;No;61.43;Finance;65.81
20280;Male;70.33;Central Board;70.81;Central Board;Commerce;74.6;Commerce & Mgmt;Yes;84.0;HR;59.5
20281;Female;59.4;Central Board;59.2;State Board;Commerce;52.82;Commerce & Mgmt;No;55.45;HR;59.07
20282;Female;78.68;Central Board;91.41;Central Board;Commerce;54.59;Commerce & Mgmt;No;65.71;Finance;71.69
20283;Male;66.69;Central Board;63.31;Central Board;Commerce;75.84;Commerce & Mgmt;No;83.84;Finance;57.55
20284;Male;64.94;State Board;62.73;State Board;Commerce;59.27;Commerce & Mgmt;Yes;66.67;HR;51.23
20285;Male;63.43;State Board;64.86;State Board;Commerce;66.43;Commerce & Mgmt;No;68.43;HR;58.2
20286;Male;71.73;State Board;82.63;State Board;Commerce;66.73;Commerce & Mgmt;Yes;97.79;Finance;54.12
20287;Male;67.37;State Board;62.7;State Board;Science;63.85;;No;60.0;Finance;61.81
20288;Female;83.93;State Board;58.2;State Board;Science;73.97;Science & Tech;Yes;97.05;Finance;72.48
20289;Female;70.14;State Board;60.69;State Board;Science;72.16;Science & Tech;;55.31;HR;69.21
20290;Male;65.0;Central Board;77.0;Central Board;Commerce;69.0;Commerce & Mgmt;No;60.0;HR;61.82
20291;Female;74.9;State Board;57.0;State Board;Science;62.0;Other Degree;Yes;80.0;Finance;60.78
20292;Male;54.86;Central Board;64.45;Central Board;Commerce;70.36;Commerce & Mgmt;No;84.95;Finance;66.53
20293;Male;70.0;Central Board;74.0;Central Board;Commerce;65.0;Commerce & Mgmt;No;83.0;Finance;62.28
20294;Male;72.0;State Board;63.0;State Board;Science;77.5;Science & Tech;Yes;78.0;Finance;54.48
20295;Female;44.4;State Board;57.17;State Board;Commerce;58.15;Commerce & Mgmt;Yes;56.17;HR;64.97
20296;Male;74.67;State Board;57.67;State Board;Commerce;55.83;Commerce & Mgmt;No;85.0;HR;52.32
20297;Female;45.95;Central Board;59.0;Central Board;Arts;63.48;Commerce & Mgmt;No;73.8;Finance;61.11
20298;Male;51.57;State Board;74.66;State Board;Commerce;59.9;Commerce & Mgmt;Yes;56.15;HR;65.99
20299;Male;82.68;State Board;92.62;State Board;Science;62.96;Science & Tech;No;82.09;Finance;57.88
20300;Male;47.7;State Board;37.32;Central Board;Science;70.18;Science & Tech;No;62.35;Finance;51.7
20301;Male;55.99;Central Board;60.33;Central Board;Commerce;56.66;Commerce & Mgmt;Yes;62.0;HR;63.55
20302;Female;61.57;Central Board;75.05;Central Board;Commerce;73.44;Commerce & Mgmt;No;50.47;HR;57.54
20303;Female;;State Board;57.98;State Board;Commerce;54.56;Commerce & Mgmt;Yes;53.63;HR;
20304;Male;74.0;State Board;59.0;State Board;Commerce;73.0;Commerce & Mgmt;Yes;60.0;HR;56.7
20305;Male;82.13;Central Board;72.58;Central Board;Science;80.13;Science & Tech;Yes;81.81;HR;77.52
20306;Female;45.0;State Board;57.0;State Board;Commerce;58.0;Commerce & Mgmt;Yes;56.39;HR;64.95
20307;Male;60.4;Central Board;66.6;State Board;Science;65.0;Commerce & Mgmt;No;71.0;HR;52.71
20308;Male;66.55;Central Board;80.17;Central Board;Commerce;70.61;Commerce & Mgmt;Yes;97.5;Finance;72.15
20309;Male;62.0;State Board;63.0;State Board;Commerce;64.0;Commerce & Mgmt;No;67.0;Finance;57.03
20310;Male;74.85;Central Board;78.74;Central Board;Science;72.63;Science & Tech;Yes;86.85;HR;66.66
20311;Male;72.0;State Board;63.0;State Board;Science;77.5;Science & Tech;Yes;78.0;Finance;
20312;Male;63.38;Central Board;54.56;State Board;Science;50.94;Commerce & Mgmt;No;95.19;HR;62.69
20313;Male;61.98;Central Board;62.59;Central Board;Commerce;64.63;Commerce & Mgmt;;98.0;Finance;61.18
20314;Female;59.26;Central Board;59.48;State Board;Commerce;53.93;Commerce & Mgmt;No;55.29;HR;58.66
20315;Male;73.3;Central Board;89.14;State Board;Commerce;66.7;Commerce & Mgmt;Yes;91.84;Finance;72.8
20316;Male;41.0;Central Board;42.0;Central Board;Science;60.0;Commerce & Mgmt;No;97.0;Finance;53.39
20317;Male;83.66;State Board;89.66;State Board;Commerce;74.71;Commerce & Mgmt;No;92.7;Finance;77.26
20318;Male;60.8;Central Board;68.4;Central Board;Commerce;64.6;Commerce & Mgmt;;82.66;Finance;643.4
20319;Male;;Central Board;74.57;Central Board;Science;77.49;Science & Tech;Yes;80.53;HR;77.27
20320;Male;71.59;State Board;58.89;State Board;Commerce;64.63;Commerce & Mgmt;No;88.49;Finance;
20321;Male;81.51;State Board;56.3;State Board;Commerce;55.15;Commerce & Mgmt;No;89.11;HR;51.56
20322;Male;63.42;Central Board;54.45;State Board;Science;50.87;Commerce & Mgmt;No;95.39;HR;62.77
20323;Male;55.68;State Board;61.33;State Board;Commerce;;Commerce & Mgmt;No;66.0;HR;58.3
20324;Male;65.84;Central Board;57.16;Central Board;Science;57.95;Commerce & Mgmt;Yes;76.11;Finance;52.58
20325;Male;89.02;State Board;67.05;State Board;Science;75.64;Science & Tech;No;76.18;HR;64.14
20326;Male;61.71;State Board;64.71;State Board;Commerce;65.71;Commerce & Mgmt;No;50.36;HR;56.86
20327;Male;66.5;Central Board;80.43;Central Board;Commerce;70.75;Commerce & Mgmt;Yes;97.55;Finance;72.2
20328;Male;49.49;Central Board;66.91;State Board;Science;74.74;Science & Tech;No;55.97;Finance;56.6
20329;Female;75.47;Central Board;88.92;Central Board;Arts;51.71;Other Degree;No;52.44;Finance;65.28
20330;Male;76.57;Central Board;91.97;State Board;Commerce;79.64;Commerce & Mgmt;Yes;77.11;Finance;
20331;Female;77.0;Central Board;87.98;Central Board;Science;61.95;Commerce & Mgmt;No;78.8;Finance;73.1
20332;Male;62.98;Central Board;67.24;Central Board;Arts;53.73;Commerce & Mgmt;No;80.66;Finance;51.57
20333;Female;82.33;Central Board;72.44;Central Board;Arts;77.45;Commerce & Mgmt;No;75.0;Finance;73.91
20334;Female;82.49;State Board;61.7;State Board;Science;80.04;Science & Tech;Yes;64.41;Finance;70.04
20335;Male;56.12;State Board;67.0;State Board;Arts;70.39;Commerce & Mgmt;Yes;50.45;Finance;77.53
20336;Female;42.74;Central Board;60.04;State Board;Science;65.0;Commerce & Mgmt;No;92.95;HR;62.94
20337;Male;59.25;Central Board;69.19;;Science;65.72;Commerce & Mgmt;No;73.87;HR;51.58
20338;Male;60.4;Central Board;66.6;State Board;Science;65.0;Commerce & Mgmt;No;71.0;HR;52.71
20339;Male;84.42;Central Board;76.08;;Commerce;60.18;Commerce & Mgmt;Yes;88.32;Finance;72.04
20340;Male;86.32;Central Board;74.18;Central Board;Commerce;73.75;Commerce & Mgmt;No;96.93;Finance;54.83
20341;Male;87.23;Central Board;75.13;Central Board;Commerce;73.76;Commerce & Mgmt;No;97.1;Finance;54.64
20342;Male;43.84;Central Board;58.16;Central Board;Arts;54.52;Commerce & Mgmt;Yes;65.51;HR;57.51
20343;Male;57.27;Central Board;64.58;State Board;Science;53.4;Science & Tech;No;85.0;HR;55.39
20344;Male;87.01;State Board;91.54;State Board;Commerce;86.69;Commerce & Mgmt;No;83.08;HR;77.39
20345;Male;63.0;State Board;67.0;State Board;Science;64.0;Science & Tech;No;75.0;Finance;66.46
20346;Female;55.0;Central Board;67.0;Central Board;Commerce;64.0;Commerce & Mgmt;No;60.0;Finance;67.28
20347;Male;67.0;State Board;63.0;State Board;Science;64.0;Science & Tech;No;60.0;Finance;61.87
20348;Male;66.0;Central Board;80.49;Central Board;Commerce;65.01;Commerce & Mgmt;No;67.98;HR;66.93
20349;Female;83.1;State Board;61.82;State Board;Science;80.83;Science & Tech;Yes;63.44;Finance;70.36
20350;Male;73.3;Central Board;87.32;State Board;Commerce;76.58;Commerce & Mgmt;Yes;74.64;Finance;65.2
20351;Female;59.87;Central Board;58.25;;Commerce;50.06;Commerce & Mgmt;No;55.98;HR;60.46
20352;Male;76.31;State Board;74.02;State Board;Science;71.68;Science & Tech;No;78.08;Finance;67.28
20353;Male;;State Board;97.05;State Board;Science;78.77;Science & Tech;;97.22;Finance;76.11
20354;Male;51.49;Central Board;61.49;Central Board;Arts;50.94;Commerce & Mgmt;No;73.02;HR;56.54
20355;Male;55.91;Central Board;64.66;Central Board;Commerce;70.26;Commerce & Mgmt;No;84.54;Finance;66.94
20356;Female;79.77;Central Board;70.94;Central Board;Science;74.64;Commerce & Mgmt;Yes;69.54;Finance;
20357;Female;58.22;Central Board;69.42;Central Board;Science;66.84;Commerce & Mgmt;No;70.74;Finance;60.17
20358;Male;85.25;Central Board;65.38;Central Board;Science;64.13;Science & Tech;Yes;89.68;HR;51.29
20359;Male;62.0;Central Board;46.27;Central Board;Commerce;50.13;Commerce & Mgmt;No;77.39;;53.53
20360;Male;62.9;Central Board;;Central Board;Commerce;57.0;Commerce & Mgmt;Yes;78.08;Finance;
20361;Male;73.0;Central Board;78.0;State Board;Commerce;65.0;Commerce & Mgmt;Yes;95.46;Finance;62.16
20362;Male;85.85;Central Board;73.95;Central Board;Commerce;73.05;Commerce & Mgmt;No;96.87;Finance;54.8
20363;Male;77.8;State Board;75.57;State Board;Commerce;67.69;Commerce & Mgmt;Yes;73.8;Finance;64.55
20364;Male;65.0;Central Board;63.2;State Board;Commerce;69.75;Commerce & Mgmt;Yes;57.15;Finance;57.9
20365;Male;63.0;State Board;67.0;State Board;Science;64.0;Science & Tech;No;75.0;Finance;66.46
20366;Female;77.64;Central Board;;Central Board;Arts;55.87;Other Degree;No;57.13;Finance;64.42
20367;Female;89.3;State Board;64.32;State Board;Science;68.27;Science & Tech;No;54.03;Finance;58.17
20368;Female;44.19;State Board;55.36;State Board;Arts;87.46;Commerce & Mgmt;No;81.09;Finance;54.55
20369;Male;89.21;Central Board;73.14;Central Board;Science;64.14;Science & Tech;Yes;75.56;HR;75.08
20370;Male;62.0;State Board;62.0;State Board;Commerce;60.0;Commerce & Mgmt;Yes;63.0;HR;
20371;Female;81.26;Central Board;80.34;State Board;Commerce;80.66;Commerce & Mgmt;No;60.0;Finance;67.89
20372;Male;66.75;Central Board;77.0;Central Board;Commerce;73.0;Commerce & Mgmt;Yes;85.49;HR;58.58
20373;Male;67.7;Central Board;67.43;Central Board;Arts;62.87;Commerce & Mgmt;No;76.7;Finance;
20374;Male;66.61;Central Board;56.39;Central Board;Arts;56.1;Commerce & Mgmt;Yes;71.67;Finance;53.87
20375;Male;63.06;Central Board;74.7;Central Board;Commerce;63.27;Commerce & Mgmt;Yes;96.76;Finance;73.81
20376;Male;78.83;Central Board;65.05;Central Board;Science;66.62;Science & Tech;Yes;95.0;Finance;64.66
20377;Female;69.68;State Board;71.64;State Board;Science;64.82;Commerce & Mgmt;No;68.84;HR;74.05
20378;Male;55.55;State Board;61.01;State Board;Commerce;56.25;Commerce & Mgmt;No;67.28;HR;58.52
20379;Female;77.63;Central Board;62.42;State Board;Science;69.6;Commerce & Mgmt;No;81.02;HR;64.04
20380;Male;56.58;Central Board;64.81;Central Board;Commerce;70.22;Commerce & Mgmt;No;84.26;Finance;67.22
20381;Male;60.38;State Board;68.76;State Board;Commerce;63.38;Commerce & Mgmt;No;69.43;HR;61.37
20382;Male;68.22;Central Board;78.97;Central Board;Commerce;74.97;Commerce & Mgmt;;88.45;HR;57.85
20383;Female;66.75;Central Board;62.9;Central Board;Science;64.65;Science & Tech;No;73.65;HR;69.08
20384;Female;82.63;State Board;59.19;State Board;Science;74.59;Science & Tech;Yes;73.02;Finance;72.56
20385;Male;59.6;Central Board;51.0;Central Board;Science;60.0;Other Degree;No;75.0;HR;59.08
20386;Male;54.99;State Board;61.43;State Board;Commerce;55.93;Commerce & Mgmt;No;67.2;HR;57.54
20387;Male;63.28;Central Board;65.57;State Board;Commerce;71.43;Commerce & Mgmt;Yes;56.43;Finance;56.39
20388;Male;62.14;Central Board;57.65;State Board;Science;52.79;Commerce & Mgmt;No;89.62;HR;60.47
20389;Female;53.43;Central Board;67.16;Central Board;Commerce;63.69;Commerce & Mgmt;No;60.0;Finance;68.21
20390;Male;67.27;State Board;61.24;State Board;Commerce;60.19;Commerce & Mgmt;Yes;65.76;HR;51.26
20391;Male;66.91;State Board;;Central Board;Science;72.05;Commerce & Mgmt;No;;Finance;61.05
20392;Male;55.71;Central Board;63.69;State Board;Science;;Commerce & Mgmt;No;83.8;HR;60.52
20393;Male;74.0;State Board;59.0;State Board;Commerce;73.0;Commerce & Mgmt;Yes;60.0;HR;56.7
20394;Male;73.73;Central Board;69.28;Central Board;Science;72.82;Commerce & Mgmt;Yes;58.87;Finance;55.94
20395;Male;51.0;Central Board;44.0;Central Board;Commerce;57.0;Commerce & Mgmt;No;;Finance;51.45
20396;Female;68.28;State Board;61.28;State Board;Arts;71.16;Commerce & Mgmt;Yes;71.11;HR;63.96
20397;Male;66.47;State Board;;State Board;Science;;Science & Tech;No;50.44;HR;71.17
20398;Female;71.1;Central Board;55.1;State Board;Science;69.18;Commerce & Mgmt;No;55.26;HR;66.4
20399;Male;67.16;Central Board;71.56;Central Board;Commerce;79.23;Commerce & Mgmt;Yes;56.41;Finance;65.65
20400;Male;89.33;Central Board;59.42;State Board;Science;76.6;Science & Tech;Yes;61.46;Finance;61.28
20401;Male;61.38;Central Board;59.3;State Board;Science;61.88;Science & Tech;No;62.38;HR;58.52
20402;Female;69.7;Central Board;47.0;Central Board;Commerce;72.7;Science & Tech;No;79.0;HR;59.24
20403;Male;67.17;Central Board;68.43;Central Board;Commerce;76.48;Commerce & Mgmt;No;80.52;Finance;56.04
20404;Male;52.0;Central Board;58.41;Central Board;Commerce;;Commerce & Mgmt;No;;HR;63.77
20405;Male;73.93;Central Board;87.52;State Board;Commerce;77.05;Commerce & Mgmt;Yes;75.03;Finance;65.8
20406;Male;63.45;Central Board;44.58;Central Board;Arts;50.41;Commerce & Mgmt;No;76.6;HR;52.47
20407;Female;;State Board;57.24;State Board;Science;63.58;Science & Tech;Yes;94.76;Finance;66.49
20408;Female;63.0;Central Board;66.0;Central Board;Commerce;64.0;Commerce & Mgmt;No;68.0;HR;64.08
20409;Male;50.61;Central Board;;Central Board;Commerce;55.45;Commerce & Mgmt;No;65.55;Finance;51.3
20410;Female;81.13;State Board;63.08;State Board;Science;71.47;Science & Tech;Yes;96.15;Finance;72.76
20411;Male;61.0;State Board;70.0;State Board;Commerce;64.0;Commerce & Mgmt;No;68.5;HR;59.5
20412;Male;81.45;Central Board;58.5;Central Board;Science;66.0;Science & Tech;Yes;65.94;Finance;64.17
20413;Male;70.97;Central Board;71.11;Central Board;Science;65.19;Science & Tech;Yes;68.19;Finance;70.19
20414;Female;71.87;Central Board;96.77;State Board;Commerce;79.05;Commerce & Mgmt;Yes;86.28;Finance;69.77
20415;Male;62.05;State Board;49.34;State Board;Science;50.06;Science & Tech;No;68.37;Finance;70.03
20416;Male;80.0;State Board;70.0;State Board;Science;72.0;Science & Tech;No;87.0;HR;71.04
20417;Female;77.15;State Board;58.76;State Board;Science;;Science & Tech;Yes;91.32;Finance;63.34
20418;Female;41.83;State Board;45.45;State Board;Commerce;81.43;Commerce & Mgmt;No;74.38;Finance;53.18
20419;Male;80.36;State Board;90.15;State Board;Commerce;88.17;Commerce & Mgmt;No;81.12;HR;71.15
20420;Female;74.36;State Board;63.23;State Board;Commerce;64.88;Commerce & Mgmt;Yes;65.41;HR;69.41
20421;Female;78.26;Central Board;74.51;Central Board;Science;75.25;Commerce & Mgmt;Yes;66.75;Finance;67.04
20422;Male;79.52;Central Board;63.44;Central Board;Science;64.24;Science & Tech;Yes;65.33;Finance;
20423;Male;60.82;Central Board;66.3;State Board;Arts;69.08;Commerce & Mgmt;Yes;56.84;Finance;52.71
20424;Male;59.89;Central Board;83.33;Central Board;Commerce;68.33;Commerce & Mgmt;No;84.0;Finance;58.17
20425;Female;70.26;Central Board;59.58;Central Board;Science;64.34;Science & Tech;No;72.28;HR;66.47
20426;Male;60.17;Central Board;54.91;Central Board;Science;60.36;Other Degree;No;75.71;HR;59.18
20427;Male;74.39;Central Board;94.34;State Board;Commerce;85.28;Commerce & Mgmt;Yes;77.59;Finance;68.4
20428;Male;67.0;State Board;61.0;Central Board;Science;72.0;Commerce & Mgmt;No;72.0;Finance;61.01
20429;Male;60.4;Central Board;66.6;State Board;Science;65.0;Commerce & Mgmt;;71.0;HR;52.71
20430;Male;59.41;Central Board;69.29;Central Board;Arts;909.71;Commerce & Mgmt;Yes;87.51;Finance;63.0
20431;Male;73.0;State Board;58.0;State Board;Commerce;56.0;Commerce & Mgmt;No;84.0;HR;52.64
20432;Male;58.96;State Board;;State Board;Commerce;58.62;Commerce & Mgmt;No;56.35;HR;60.84
20433;Male;69.0;Central Board;63.0;State Board;Science;65.0;Commerce & Mgmt;Yes;55.0;HR;58.23
20434;Male;69.58;Central Board;68.43;Central Board;Commerce;78.31;Commerce & Mgmt;Yes;59.96;Finance;63.72
20435;Female;73.0;Central Board;97.0;State Board;Commerce;79.0;Commerce & Mgmt;Yes;89.0;Finance;70.81
20436;Male;53.81;State Board;44.98;State Board;Science;68.53;Science & Tech;Yes;55.44;;51.58
20437;Female;67.4;Central Board;51.4;State Board;Science;69.92;Commerce & Mgmt;No;53.85;HR;69.61
20438;Male;87.0;State Board;87.0;State Board;Commerce;68.0;Commerce & Mgmt;No;95.0;HR;62.9
20439;Male;87.38;Central Board;68.7;Central Board;Commerce;55.71;Commerce & Mgmt;Yes;58.87;Finance;4.04
20440;Male;89.36;State Board;59.59;State Board;Science;69.8;Science & Tech;No;69.52;HR;54.87
20441;Male;62.71;State Board;61.01;State Board;Science;68.7;Science & Tech;Yes;52.23;Finance;77.78
20442;Female;64.0;Central Board;73.53;;Commerce;73.02;Commerce & Mgmt;No;51.99;HR;56.71
20443;Female;66.0;Central Board;62.0;Central Board;Commerce;73.0;Commerce & Mgmt;No;580.0;HR;64.36
20444;Male;79.33;Central Board;78.33;State Board;Science;77.48;Science & Tech;Yes;86.5;Finance;66.28
20445;Female;70.22;State Board;71.65;State Board;Science;65.47;Commerce & Mgmt;No;67.36;HR;72.77
20446;Male;68.05;Central Board;72.85;Central Board;Commerce;66.51;Commerce & Mgmt;Yes;96.02;Finance;
20447;Female;81.62;Central Board;64.94;Central Board;Science;73.87;Science & Tech;No;60.81;HR;70.77
20448;Female;65.42;Central Board;47.72;Central Board;Science;64.47;Science & Tech;No;65.44;HR;57.38
20449;Male;78.02;Central Board;63.11;Central Board;Science;63.18;Science & Tech;Yes;64.31;Finance;61.55
20450;Female;;State Board;;State Board;Commerce;59.58;Commerce & Mgmt;No;58.02;HR;53.77
20451;Male;83.95;State Board;90.97;State Board;Science;64.44;Science & Tech;No;85.89;Finance;59.36
20452;Female;76.97;Central Board;75.46;;Commerce;84.11;Commerce & Mgmt;No;58.05;Finance;67.07
20453;Male;82.78;Central Board;77.18;State Board;Arts;55.25;Commerce & Mgmt;Yes;92.3;Finance;75.54
20454;Female;49.47;State Board;37.01;State Board;Arts;50.12;Science & Tech;No;65.53;HR;58.56
20455;Female;46.74;Central Board;65.75;Central Board;Commerce;58.37;Commerce & Mgmt;No;55.98;Finance;69.91
20456;Male;55.34;Central Board;60.11;Central Board;Commerce;55.57;Commerce & Mgmt;Yes;62.0;HR;64.43
20457;Male;57.66;State Board;49.62;State Board;Science;72.79;Science & Tech;Yes;50.57;Finance;51.72
